state-name,3-to-2-ratio
GOA,0.6582139888753916
PUNJAB,0.6006734521784973
CHANDIGARH,0.5552127879707546
BIHAR,0.1003814331230236
UTTARAKHAND,0.10685328339086882
UTTAR PRADESH,0.11304136570665346
